time,open,high,low,close,tick_volume,spread,real_volume
2026-07-16 15:55:00,162.269,162.299,162.269,162.293,446,3,0
2026-07-16 16:00:00,162.294,162.315,162.292,162.307,525,3,0
2026-07-16 16:05:00,162.307,162.31,162.257,162.267,549,3,0
2026-07-16 16:10:00,162.268,162.273,162.228,162.245,296,3,0
2026-07-16 16:15:00,162.245,162.27,162.244,162.249,399,3,0
2026-07-16 16:20:00,162.249,162.264,162.232,162.246,392,3,0
2026-07-16 16:25:00,162.246,162.25,162.23,162.23,223,3,0
2026-07-16 16:30:00,162.23,162.233,162.214,162.227,332,3,0
2026-07-16 16:35:00,162.227,162.255,162.227,162.248,402,3,0
2026-07-16 16:40:00,162.249,162.275,162.241,162.275,397,3,0
2026-07-16 16:45:00,162.274,162.296,162.27,162.292,418,3,0
2026-07-16 16:50:00,162.292,162.314,162.285,162.309,430,3,0
2026-07-16 16:55:00,162.309,162.346,162.303,162.321,633,3,0
2026-07-16 17:00:00,162.321,162.331,162.31,162.319,526,3,0
2026-07-16 17:05:00,162.32,162.37,162.31,162.366,456,3,0
2026-07-16 17:10:00,162.366,162.399,162.359,162.369,639,3,0
2026-07-16 17:15:00,162.369,162.383,162.343,162.347,442,3,0
2026-07-16 17:20:00,162.347,162.389,162.337,162.385,381,3,0
2026-07-16 17:25:00,162.385,162.401,162.381,162.399,287,3,0
2026-07-16 17:30:00,162.398,162.398,162.361,162.371,385,3,0
2026-07-16 17:35:00,162.371,162.4,162.37,162.394,404,3,0
2026-07-16 17:40:00,162.393,162.43,162.387,162.415,284,3,0
2026-07-16 17:45:00,162.415,162.428,162.411,162.424,232,3,0
2026-07-16 17:50:00,162.424,162.441,162.414,162.431,389,3,0
2026-07-16 17:55:00,162.431,162.453,162.431,162.443,487,3,0
2026-07-16 18:00:00,162.443,162.476,162.435,162.466,475,3,0
2026-07-16 18:05:00,162.466,162.477,162.457,162.463,228,3,0
2026-07-16 18:10:00,162.463,162.465,162.44,162.449,295,3,0
2026-07-16 18:15:00,162.449,162.45,162.425,162.435,282,3,0
2026-07-16 18:20:00,162.435,162.45,162.419,162.45,225,3,0
2026-07-16 18:25:00,162.45,162.457,162.443,162.455,217,3,0
2026-07-16 18:30:00,162.455,162.465,162.424,162.426,316,3,0
2026-07-16 18:35:00,162.426,162.445,162.422,162.425,234,3,0
2026-07-16 18:40:00,162.426,162.433,162.424,162.426,359,3,0
2026-07-16 18:45:00,162.426,162.438,162.409,162.41,247,3,0
2026-07-16 18:50:00,162.41,162.426,162.41,162.415,241,3,0
2026-07-16 18:55:00,162.416,162.43,162.415,162.424,177,3,0
2026-07-16 19:00:00,162.424,162.442,162.417,162.44,200,3,0
2026-07-16 19:05:00,162.439,162.454,162.435,162.443,312,3,0
2026-07-16 19:10:00,162.443,162.462,162.438,162.46,289,3,0
2026-07-16 19:15:00,162.459,162.487,162.459,162.485,265,3,0
2026-07-16 19:20:00,162.485,162.509,162.478,162.492,570,3,0
2026-07-16 19:25:00,162.492,162.546,162.489,162.522,451,3,0
2026-07-16 19:30:00,162.522,162.523,162.472,162.483,493,3,0
2026-07-16 19:35:00,162.484,162.499,162.475,162.497,254,3,0
2026-07-16 19:40:00,162.497,162.517,162.478,162.482,286,3,0
2026-07-16 19:45:00,162.482,162.49,162.477,162.477,248,3,0
2026-07-16 19:50:00,162.477,162.481,162.453,162.472,358,3,0
2026-07-16 19:55:00,162.472,162.487,162.458,162.476,333,3,0
2026-07-16 20:00:00,162.476,162.508,162.476,162.497,286,3,0
2026-07-16 20:05:00,162.499,162.508,162.497,162.499,164,3,0
